,iteration,speed
377,377,[0.15999997 0.12999997 0.12       0.29999999]
378,378,[0.15999997 0.12999997 0.12       0.29999999]
379,379,[0.15999997 0.12999997 0.12       0.29999999]
380,380,[0.15999997 0.12999997 0.12       0.29999999]
381,381,[0.15999997 0.12999997 0.12       0.29999999]
382,382,[0.15999997 0.12999997 0.12       0.29999999]
383,383,[0.15999997 0.12999997 0.12       0.29999999]
384,384,[0.15999997 0.12999997 0.12       0.29999999]
385,385,[0.15999997 0.12999997 0.12       0.29999999]
386,386,[0.15999997 0.12999997 0.12       0.29999999]
387,387,[0.15999997 0.12999997 0.12       0.29999999]
388,388,[0.15999997 0.12999997 0.12       0.29999999]
389,389,[0.15999997 0.12999997 0.12       0.29999999]
390,390,[0.15999997 0.12999997 0.12       0.29999999]
391,391,[0.15999997 0.12999997 0.12       0.29999999]
392,392,[0.15999997 0.12999997 0.12       0.29999999]
393,393,[0.15999997 0.12999997 0.12       0.29999999]
394,394,[0.15999997 0.12999997 0.12       0.29999999]
395,395,[0.15999997 0.12999997 0.12       0.29999999]
396,396,[0.15999997 0.12999997 0.12       0.29999999]
397,397,[0.15999997 0.12999997 0.12       0.29999999]
398,398,[0.15999997 0.12999997 0.12       0.29999999]
399,399,[0.15999997 0.12999997 0.12       0.29999999]
400,400,[0.15999996 0.12999997 0.12       0.29999999]
401,401,[0.15999996 0.12999997 0.12       0.29999999]
402,402,[0.15999996 0.12999997 0.12       0.29999999]
403,403,[0.15999996 0.12999997 0.12       0.29999999]
404,404,[0.15999996 0.12999997 0.12       0.29999999]
405,405,[0.15999996 0.12999997 0.12       0.29999999]
406,406,[0.15999996 0.12999997 0.12       0.29999999]
407,407,[0.15999996 0.12999997 0.12       0.29999999]
408,408,[0.15999996 0.12999997 0.12       0.29999999]
409,409,[0.15999996 0.12999997 0.12       0.29999999]
410,410,[0.15999996 0.12999997 0.12       0.3       ]
411,411,[0.15999996 0.12999997 0.12       0.3       ]
412,412,[0.15999996 0.12999997 0.12       0.3       ]
413,413,[0.15999996 0.12999997 0.12       0.3       ]
414,414,[0.15999996 0.12999997 0.12       0.3       ]
415,415,[0.15999996 0.12999997 0.12       0.3       ]
416,416,[0.15999996 0.12999997 0.12       0.3       ]
417,417,[0.15999996 0.12999997 0.12       0.3       ]
418,418,[0.15999996 0.12999997 0.12       0.3       ]
419,419,[0.15999996 0.12999997 0.12       0.3       ]
420,420,[0.15999996 0.12999997 0.12       0.3       ]
421,421,[0.15999996 0.12999997 0.12       0.3       ]
422,422,[0.15999996 0.12999997 0.12       0.3       ]
423,423,[0.15999996 0.12999997 0.12       0.3       ]
